index,sequence.start,batch,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,desorb.Start.diff,Mixup,nameBlank,kBlank,Cluster,n_peaks,verdict,FileName,sample,user,FullName,id,fuzzy_n
1,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-29T19:08:12Z,2018-08-29T19:04:57Z,2018-08-29T19:04:57Z,Desorbed NA,1,1,NA,1,NA,195,3994,TRUE,FALSE,TRUE,39,316,,Bake_08292018.qgd,,Blank : RMBL,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/Bake_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
2,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-29T19:43:48Z,2018-08-29T19:48:33Z,2018-08-29T19:43:48Z,Desorbed NA,2,2,NA,2,NA,285,2136,FALSE,FALSE,FALSE,29,312,,AirC1Aug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/AirC1Aug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
3,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-29T20:16:06Z,2018-08-29T20:20:59Z,2018-08-29T20:16:06Z,Desorbed NA,3,3,NA,3,NA,293,1938,FALSE,FALSE,FALSE,11,318,,A117DCoolAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A117DCoolAug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
4,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-29T20:48:49Z,2018-08-29T20:53:46Z,2018-08-29T20:48:49Z,Desorbed NA,4,4,NA,4,NA,297,1963,FALSE,FALSE,FALSE,11,329,,T119DCoolAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T119DCoolAug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
5,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-29T21:20:51Z,2018-08-29T21:25:46Z,2018-08-29T21:20:51Z,Desorbed NA,5,5,NA,5,NA,295,1922,FALSE,FALSE,FALSE,29,325,,A179DCoolAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A179DCoolAug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
6,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-29T21:53:03Z,2018-08-29T21:57:55Z,2018-08-29T21:53:03Z,Desorbed NA,6,6,NA,6,NA,292,1932,FALSE,FALSE,FALSE,11,298,,T196DCoolAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T196DCoolAug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
7,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-29T22:25:17Z,2018-08-29T22:30:12Z,2018-08-29T22:25:17Z,Desorbed NA,7,7,NA,7,NA,295,1934,FALSE,FALSE,FALSE,11,340,,A200DCoolAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A200DCoolAug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
8,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-29T22:57:45Z,2018-08-29T23:02:41Z,2018-08-29T22:57:45Z,Desorbed NA,8,8,NA,8,NA,296,1948,FALSE,FALSE,FALSE,29,329,,A188DCoolAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A188DCoolAug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
9,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-29T23:30:22Z,2018-08-29T23:35:15Z,2018-08-29T23:30:22Z,Desorbed NA,9,9,NA,9,NA,293,1957,FALSE,FALSE,FALSE,11,326,,T186DCoolAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T186DCoolAug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
10,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-30T00:03:13Z,2018-08-30T00:07:58Z,2018-08-30T00:03:13Z,Desorbed NA,10,10,NA,10,NA,285,1971,FALSE,FALSE,FALSE,11,313,,A139DCoolAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A139DCoolAug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
11,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-30T00:36:47Z,2018-08-30T00:40:36Z,2018-08-30T00:36:47Z,Desorbed NA,11,11,NA,11,NA,229,2014,FALSE,FALSE,FALSE,11,331,,T72DCoolAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T72DCoolAug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
12,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-30T01:08:19Z,2018-08-30T01:13:14Z,2018-08-30T01:08:19Z,Desorbed NA,12,12,NA,12,NA,295,1892,FALSE,FALSE,FALSE,29,319,,AirC2Aug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/AirC2Aug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
13,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-30T01:40:46Z,2018-08-30T01:45:40Z,2018-08-30T01:40:46Z,Desorbed NA,13,13,NA,13,NA,294,1947,FALSE,FALSE,FALSE,29,326,,AirW1Aug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/AirW1Aug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
14,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-30T02:12:55Z,2018-08-30T02:17:49Z,2018-08-30T02:12:55Z,Desorbed NA,14,14,NA,14,NA,294,1929,FALSE,FALSE,FALSE,11,326,,A128DWarmAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A128DWarmAug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
15,2018-08-29T12:01:44Z,CWu2018.txt,2018-08-30T02:45:39Z,2018-08-30T02:50:27Z,2018-08-30T02:45:39Z,Desorbed NA,15,15,NA,15,NA,288,1964,FALSE,FALSE,FALSE,11,337,,T167DWarmAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T167DWarmAug10_08292018.qgd,87e28da5-6696-40f9-9dc5-1e6ae2b2e896,1
16,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T03:35:03Z,2018-08-30T03:33:17Z,2018-08-30T03:33:17Z,Desorbed NA,1,1,NA,1,NA,106,2964,FALSE,TRUE,TRUE,39,337,,Blank2_08292018.qgd,,Blank : RMBL,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/Blank2_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
17,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T04:05:32Z,2018-08-30T04:10:23Z,2018-08-30T04:05:32Z,Desorbed NA,2,2,NA,2,NA,291,1829,FALSE,FALSE,FALSE,11,320,,A198DWarmAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A198DWarmAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
18,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T04:36:55Z,2018-08-30T04:42:10Z,2018-08-30T04:36:55Z,NA Leak Test Pressurise Failed,3,3,NA,3,NA,315,1883,TRUE,FALSE,TRUE,39,341,leak-blank,T145DWarmAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T145DWarmAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
19,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T05:08:18Z,2018-08-30T05:12:37Z,2018-08-30T05:08:18Z,Desorbed NA,4,4,NA,4,NA,259,1883,FALSE,FALSE,FALSE,11,336,,A141DWarmAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A141DWarmAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
20,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T05:39:19Z,2018-08-30T05:44:16Z,2018-08-30T05:39:19Z,Desorbed NA,5,5,NA,5,NA,297,1861,FALSE,FALSE,FALSE,29,327,,T132DWarmAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T132DWarmAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
21,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T06:10:59Z,2018-08-30T06:15:50Z,2018-08-30T06:10:59Z,Desorbed NA,6,6,NA,6,NA,291,1900,FALSE,FALSE,FALSE,29,330,,A141redoDWarmAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A141redoDWarmAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
22,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T06:42:27Z,2018-08-30T06:47:25Z,2018-08-30T06:42:27Z,Desorbed NA,7,7,NA,7,NA,298,1888,FALSE,FALSE,FALSE,17,337,,A74DWarmAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A74DWarmAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
23,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T07:14:04Z,2018-08-30T07:18:59Z,2018-08-30T07:14:04Z,Desorbed NA,8,8,NA,8,NA,295,1897,FALSE,FALSE,FALSE,28,320,,T153DWarmAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T153DWarmAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
24,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T07:45:44Z,2018-08-30T07:50:38Z,2018-08-30T07:45:44Z,Desorbed NA,9,9,NA,9,NA,294,1900,FALSE,FALSE,FALSE,29,330,,AirW2Aug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/AirW2Aug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
25,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T08:17:18Z,2018-08-30T08:22:12Z,2018-08-30T08:17:18Z,Desorbed NA,10,10,NA,10,NA,294,1894,FALSE,FALSE,FALSE,11,347,,T174DAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T174DAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
26,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T08:48:52Z,2018-08-30T08:53:42Z,2018-08-30T08:48:52Z,NA NA,11,11,NA,11,NA,290,1894,FALSE,FALSE,FALSE,29,319,,AirW3NAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/AirW3NAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
27,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T09:20:26Z,2018-08-30T09:25:21Z,2018-08-30T09:20:26Z,Desorbed NA,12,12,NA,12,NA,295,1894,FALSE,FALSE,FALSE,29,320,,AirC3NAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/AirC3NAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
28,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T09:52:01Z,2018-08-30T09:56:54Z,2018-08-30T09:52:01Z,Desorbed NA,13,13,NA,13,NA,293,1895,FALSE,FALSE,FALSE,17,326,,A74NAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A74NAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
29,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T10:23:37Z,2018-08-30T10:28:33Z,2018-08-30T10:23:37Z,Desorbed NA,14,14,NA,14,NA,296,1896,FALSE,FALSE,FALSE,29,323,,T72NAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T72NAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
30,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T10:55:17Z,2018-08-30T11:00:15Z,2018-08-30T10:55:17Z,Desorbed NA,15,15,NA,15,NA,298,1900,FALSE,FALSE,FALSE,29,327,,A188NAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A188NAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
31,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T11:26:53Z,2018-08-30T11:31:49Z,2018-08-30T11:26:53Z,Desorbed NA,16,16,NA,16,NA,296,1896,FALSE,FALSE,FALSE,17,321,,T145NAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T145NAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
32,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T11:58:37Z,2018-08-30T12:03:32Z,2018-08-30T11:58:37Z,Desorbed NA,17,17,NA,17,NA,295,1904,FALSE,FALSE,FALSE,29,335,,T119NAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/T119NAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
33,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T12:30:15Z,2018-08-30T12:35:10Z,2018-08-30T12:30:15Z,Desorbed NA,18,18,NA,18,NA,295,1898,FALSE,FALSE,FALSE,29,332,,A198NAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A198NAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
34,2018-08-29T20:30:17Z,CWu2018.txt,2018-08-30T13:02:01Z,2018-08-30T13:06:53Z,2018-08-30T13:02:01Z,Desorbed NA,19,19,NA,19,NA,292,1906,FALSE,FALSE,FALSE,29,314,,A128NAug10_08292018.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/A128NAug10_08292018.qgd,4acc6586-df9d-4c63-84c6-1dfbe79cadde,1
35,2018-08-30T09:18:36Z,CWu2018.txt,2018-08-30T16:23:30Z,2018-08-30T16:20:47Z,2018-08-30T16:20:47Z,Desorbed NA,1,1,NA,1,NA,163,6044.5,FALSE,TRUE,TRUE,39,336,,Blank_08302018.qgd,,Blank : RMBL,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Temperature expt CWu 2018/Blank_08302018.qgd,f882c2d9-2f63-4cf0-b4d7-e331f87e9332,1
